source,target,value
4501,4504,0.555555555555556
4502,4503,0.4
4503,4504,0.625
4601,9705,0.5
4602,6401,0.636363636363636
4602,6504,0.478260869565217
4801,4804,0.833333333333333
4801,4701,0.666666666666667
7502,4701,0.6
4702,4704,0.6
4702,4804,0.666666666666667
4703,4705,0.571428571428571
4704,4707,0.615384615384615
4802,8304,0.727272727272727
4804,8608,0.666666666666667
4804,4701,0.666666666666667
4806,6809,0.571428571428571
4806,6901,0.583333333333333
4807,7410,0.5
4809,4810,0.727272727272727
4809,7409,0.818181818181818
4809,8412,0.727272727272727
4809,5104,0.727272727272727
4810,7409,0.8
4810,8439,0.7
4813,6001,0.6875
4813,6306,0.625
4813,6501,0.625
4813,7014,0.6875
4813,7615,0.647058823529412
4813,9306,0.5625
4814,7305,0.75
4814,5903,0.75
4814,6810,0.75
4814,7217,0.666666666666667
4814,8450,0.777777777777778
4814,8532,0.666666666666667
4814,9026,0.75
4814,4114,0.666666666666667
4814,7415,0.666666666666667
4817,7205,0.571428571428571
4818,8481,0.666666666666667
4820,7020,0.625
4821,9701,0.523809523809524
4822,5506,0.714285714285714
4822,5801,0.714285714285714
4822,5901,0.714285714285714
4822,6810,0.714285714285714
4822,7007,0.714285714285714
4822,5404,0.714285714285714
4901,5207,0.55
4901,9701,0.5
4902,7301,0.666666666666667
4902,7321,0.666666666666667
4902,9302,0.666666666666667
4902,8803,0.666666666666667
4902,7413,0.555555555555556
4903,7409,0.7
4903,8304,0.7
4904,5505,0.666666666666667
4904,6815,0.666666666666667
4904,6903,0.666666666666667
4904,7001,0.777777777777778
4904,7006,0.7
4904,9612,0.666666666666667
4904,5907,0.666666666666667
4904,9201,0.666666666666667
4904,4816,0.666666666666667
4905,5504,0.636363636363636
4906,5405,0.8
4906,5406,0.8
4906,9108,0.75
4906,9109,0.75
4906,9110,0.8
4906,8448,0.666666666666667
4906,5502,0.75
4906,2802,0.75
4908,4909,0.692307692307692
4908,5203,0.5
4909,6001,0.666666666666667
4909,9706,0.571428571428571
4910,9615,0.666666666666667
4910,5606,0.666666666666667
4910,6602,0.583333333333333
5001,5003,0.4
5002,6703,0.5
5003,5302,0.466666666666667
5004,6215,0.666666666666667
5004,5005,0.666666666666667
5004,6217,0.666666666666667
6215,8512,0.666666666666667
6215,9004,0.666666666666667
6215,9003,0.666666666666667
6215,9110,0.666666666666667
6215,8448,0.666666666666667
6215,9703,0.666666666666667
6215,9111,0.666666666666667
9208,5005,0.5
6909,7107,0.666666666666667
6909,5006,0.5
5007,9615,0.636363636363636
5007,7113,0.6
9615,6505,0.6
9615,6506,0.727272727272727
9615,6701,0.727272727272727
9615,7616,0.727272727272727
5102,5701,0.5
5103,5111,0.6
5106,5111,0.714285714285714
5106,5514,0.666666666666667
5106,6001,0.666666666666667
5106,7606,0.714285714285714
5106,5204,0.625
5107,5401,0.666666666666667
5109,6803,0.714285714285714
7002,5110,0.75
7002,2909,0.75
5110,5506,0.666666666666667
5110,5801,0.666666666666667
5110,2909,0.75
5110,8475,0.75
5111,5401,0.7
5113,7015,0.714285714285714
5113,8449,0.714285714285714
5113,8512,0.714285714285714
5113,9205,0.714285714285714
5113,8442,0.714285714285714
5113,8404,0.714285714285714
5113,8715,0.714285714285714
5202,5204,0.555555555555556
5207,6401,0.636363636363636
5208,6105,0.631578947368421
5208,7010,0.5
5301,7208,0.583333333333333
5310,5307,0.6
5310,5303,0.4
5306,5901,0.571428571428571
5308,5307,0.4
5307,6803,0.333333333333333
5309,5702,0.583333333333333
5311,5605,0.555555555555556
9610,6810,0.75
9610,7321,0.666666666666667
9610,7415,0.666666666666667
9610,5404,0.75
5405,5406,0.8
5405,5506,0.666666666666667
5405,5801,0.666666666666667
5405,7508,0.666666666666667
5405,8441,0.666666666666667
5405,9110,0.8
5405,9618,0.714285714285714
5405,8448,0.666666666666667
5405,9025,0.666666666666667
5405,8510,0.8
5406,8449,0.8
5406,9110,0.8
5406,9205,0.714285714285714
5406,8448,0.666666666666667
5406,8510,0.8
5407,5508,0.727272727272727
5408,6105,0.578947368421053
7011,5903,0.714285714285714
7011,8471,0.666666666666667
7011,2909,0.8
7011,9010,0.666666666666667
7011,9025,0.666666666666667
7011,8510,0.8
7011,8523,0.714285714285714
8103,7107,0.75
8103,5502,0.75
8103,9611,0.75
8103,8208,0.75
5503,8452,0.625
5503,7804,0.625
5504,5508,0.727272727272727
5504,9702,0.727272727272727
5505,7001,0.75
5505,8442,0.75
5505,9612,0.75
5506,5507,0.666666666666667
5506,7115,0.666666666666667
5506,5801,0.833333333333333
5506,6810,0.714285714285714
5506,8448,0.666666666666667
5506,5404,0.714285714285714
5506,6803,0.666666666666667
6802,5507,0.6
5507,7115,0.8
5507,5801,0.666666666666667
5507,8448,0.666666666666667
5507,6803,0.666666666666667
7115,5801,0.666666666666667
7115,8448,0.666666666666667
5508,7610,0.666666666666667
5508,7612,0.727272727272727
5508,7616,0.818181818181818
5511,5911,0.666666666666667
5511,8450,0.666666666666667
5511,8483,0.7
5512,6105,0.842105263157895
5512,6115,0.68421052631579
5514,6001,0.666666666666667
5514,6208,0.666666666666667
5514,6403,0.666666666666667
5514,5806,0.666666666666667
5516,5606,0.769230769230769
5516,8714,0.692307692307692
5516,8547,0.692307692307692
5601,7014,0.714285714285714
5601,5806,0.666666666666667
5602,7217,0.6
5603,6911,0.666666666666667
5603,5907,0.727272727272727
5603,9201,0.75
5603,9503,0.666666666666667
5603,8203,0.636363636363636
5605,8452,0.625
5606,6001,0.666666666666667
5606,6506,0.666666666666667
5606,6914,0.642857142857143
5606,9003,0.666666666666667
5606,9104,0.666666666666667
5606,9607,0.666666666666667
5606,8547,0.833333333333333
5606,5806,0.666666666666667
5606,6307,0.692307692307692
9604,7116,0.666666666666667
9604,6703,0.714285714285714
9604,7319,0.666666666666667
9604,8513,0.75
9604,5608,0.428571428571429
5609,6406,0.416666666666667
5702,6302,0.5625
7210,5801,0.666666666666667
7305,5801,0.75
7305,6810,0.75
7305,7219,0.75
7305,7409,0.7
7305,8450,0.666666666666667
7305,8532,0.666666666666667
7305,8606,0.666666666666667
7305,7313,0.666666666666667
7305,7415,0.777777777777778
5801,6810,0.714285714285714
5801,7219,0.714285714285714
5801,8606,0.666666666666667
5801,8528,0.666666666666667
5801,8512,0.666666666666667
5801,8522,0.666666666666667
5801,9004,0.666666666666667
5801,6507,0.666666666666667
5801,7223,0.666666666666667
5801,8448,0.833333333333333
5801,9010,0.666666666666667
5801,8603,0.666666666666667
5801,7415,0.666666666666667
5801,5404,0.714285714285714
5801,6803,0.666666666666667
5802,9704,0.5
5805,6701,0.6
7508,8441,0.666666666666667
7508,9025,0.666666666666667
7508,8510,0.666666666666667
7508,9029,0.666666666666667
7508,5807,0.666666666666667
9012,9006,0.666666666666667
9012,9011,0.666666666666667
9012,9013,0.714285714285714
9012,9111,0.666666666666667
9012,9105,0.666666666666667
9012,5807,0.833333333333333
5809,6306,0.6
5810,9003,0.666666666666667
5901,7007,0.714285714285714
5901,8523,0.714285714285714
5903,7015,0.714285714285714
5903,8450,0.666666666666667
5903,8471,0.714285714285714
5903,9026,0.75
5903,8404,0.714285714285714
5903,9010,0.714285714285714
5903,8708,0.714285714285714
5903,8523,0.857142857142857
5903,8530,0.714285714285714
7009,5906,0.666666666666667
7116,7215,0.666666666666667
7116,7217,0.666666666666667
7116,5906,0.666666666666667
5909,7606,0.642857142857143
5909,7316,0.6
5909,8907,0.6
5910,5911,0.75
5911,7217,0.666666666666667
5911,7219,0.75
5911,7318,0.7
5911,8450,0.666666666666667
5911,8207,0.7
5911,8410,0.75
5911,8482,0.666666666666667
5911,8483,0.8
5911,8514,0.777777777777778
5911,7411,0.666666666666667
5911,7415,0.666666666666667
5911,8703,0.666666666666667
6001,6105,0.631578947368421
6001,7616,0.666666666666667
6001,8481,0.666666666666667
6001,7606,0.733333333333333
6001,6307,0.666666666666667
6001,8306,0.6
6101,6701,0.7
6105,6115,0.789473684210526
6105,7323,0.65
6105,6202,0.65
6105,6301,0.5
6105,6913,0.631578947368421
6115,6202,0.65
6115,6213,0.65
6115,7326,0.526315789473684
6116,6911,0.666666666666667
6116,9503,0.666666666666667
6116,6601,0.666666666666667
6116,7117,0.666666666666667
6201,6202,0.666666666666667
6205,6403,0.6875
6205,8904,0.4375
6208,6403,0.714285714285714
6208,7317,0.538461538461538
6212,9616,0.533333333333333
6214,9004,0.5
6216,9617,0.666666666666667
6302,9601,0.625
6306,9507,0.666666666666667
6309,8505,0.529411764705882
6310,6914,0.6
6403,7324,0.642857142857143
6405,6601,0.583333333333333
6406,8544,0.615384615384615
6406,6904,0.666666666666667
6501,6502,0.5
6603,7319,0.666666666666667
6603,7117,0.75
6702,6703,0.571428571428571
6703,7319,0.666666666666667
6704,7215,0.625
6804,7318,0.7
6804,8439,0.7
6804,8482,0.7
6804,8483,0.7
6804,8514,0.7
6804,8464,0.666666666666667
6804,7207,0.583333333333333
6804,8303,0.6
6805,8425,0.666666666666667
6805,9027,0.714285714285714
6805,7110,0.571428571428571
6805,7505,0.571428571428571
6807,6811,0.75
6807,8702,0.583333333333333
6808,8518,0.625
6809,9401,0.578947368421053
6810,7219,0.714285714285714
6810,8450,0.666666666666667
6810,8532,0.666666666666667
6810,8416,0.7
6810,9618,0.714285714285714
6810,7415,0.666666666666667
6810,8401,0.75
6810,8715,0.714285714285714
6810,9023,0.666666666666667
6810,5404,0.714285714285714
6812,6813,0.571428571428571
6813,7015,0.714285714285714
6813,7609,0.75
6813,8404,0.714285714285714
6813,9021,0.75
6814,9206,0.545454545454545
6815,6902,0.75
6903,7001,0.75
6903,7015,0.714285714285714
6903,8305,0.666666666666667
6903,8453,0.666666666666667
6903,9011,0.666666666666667
6903,8402,0.666666666666667
6903,9612,0.75
6903,8701,0.666666666666667
6905,7322,0.666666666666667
6905,8310,0.7
6907,7219,0.714285714285714
6907,8532,0.666666666666667
6907,9402,0.714285714285714
6908,8453,0.571428571428571
6910,9103,0.615384615384615
6911,9201,0.666666666666667
6911,9503,0.75
6912,8712,0.583333333333333
6914,7419,0.642857142857143
7001,9612,0.75
7001,2907,0.666666666666667
7001,5907,0.666666666666667
7001,8511,0.625
7003,7302,0.692307692307692
7004,9103,0.647058823529412
7004,7013,0.647058823529412
7006,8304,0.7
7014,8201,0.625
7015,8512,0.714285714285714
7015,8404,0.857142857142857
7015,9612,0.75
7015,8523,0.714285714285714
7016,9202,0.666666666666667
7016,7117,0.666666666666667
7102,7105,0.5
7105,7312,0.428571428571429
7106,7801,0.5625
7107,8208,0.75
8804,7111,0.5
7202,9507,0.533333333333333
8608,7603,0.6
8608,8471,0.666666666666667
8608,7203,0.4
7204,7326,0.473684210526316
7206,7901,0.5625
7206,7207,0.615384615384615
7213,7214,0.7
7213,7409,0.7
7213,7314,0.7
7214,7215,0.8
7214,7217,0.8
7215,7217,0.888888888888889
7215,7219,0.75
7215,8410,0.75
7215,7223,0.75
7215,8507,0.75
7216,7903,0.625
7217,7219,0.666666666666667
7217,7318,0.7
7217,8410,0.777777777777778
7217,8482,0.666666666666667
7217,7223,0.666666666666667
7217,8507,0.666666666666667
7217,7411,0.666666666666667
7218,7219,0.714285714285714
7218,7221,0.8
7218,7223,0.833333333333333
7218,8507,0.714285714285714
7218,9029,0.666666666666667
7218,4304,0.8
7218,7211,0.8
7219,7221,0.714285714285714
7219,7409,0.7
7219,8512,0.714285714285714
7219,9004,0.714285714285714
7219,8514,0.666666666666667
7219,7223,0.857142857142857
7219,8404,0.714285714285714
7219,8448,0.714285714285714
7219,8507,0.714285714285714
7219,7411,0.666666666666667
7219,7415,0.666666666666667
7221,8512,0.666666666666667
7221,9004,0.8
7221,7223,0.833333333333333
7221,9029,0.666666666666667
7221,8530,0.666666666666667
7221,7806,0.6
7222,8471,0.666666666666667
7301,7321,0.777777777777778
7303,7324,0.5
7304,8205,0.666666666666667
7307,7315,0.727272727272727
7307,7318,0.727272727272727
7307,8533,0.727272727272727
7307,8546,0.727272727272727
7307,7407,0.545454545454545
7309,8474,0.625
7310,7320,0.454545454545455
7311,7324,0.4
7312,8714,0.642857142857143
7312,8908,0.375
7315,8901,0.538461538461538
7318,8207,0.7
7318,8410,0.7
7318,8439,0.7
7318,8482,0.7
7318,8483,0.8
7318,8514,0.7
7318,8516,0.7
7319,8308,0.777777777777778
7319,8445,0.666666666666667
7319,8452,0.666666666666667
7319,9104,0.727272727272727
7319,9209,0.666666666666667
7320,7503,0.476190476190476
7321,8411,0.666666666666667
7321,8484,0.727272727272727
7321,8473,0.666666666666667
7321,8803,0.666666666666667
7322,9026,0.75
7322,8483,0.7
7322,8514,0.666666666666667
7323,9401,0.6
7402,7901,0.5
7402,7403,0.625
7404,7802,0.45
7405,7407,0.5
7406,7504,0.75
7409,7616,0.727272727272727
7409,8416,0.7
7409,8514,0.7
7409,7411,0.7
7409,7415,0.7
7409,7614,0.6
7412,9021,0.7
8450,8532,0.777777777777778
8450,7418,0.666666666666667
8450,7609,0.666666666666667
8450,8405,0.666666666666667
8450,8410,0.666666666666667
8450,8416,0.7
8450,8424,0.666666666666667
8450,8425,0.666666666666667
8450,9026,0.777777777777778
8450,8481,0.727272727272727
8450,8482,0.666666666666667
8450,8483,0.7
8450,9618,0.666666666666667
8450,7415,0.777777777777778
8450,8401,0.777777777777778
8450,8438,0.7
8450,8473,0.666666666666667
8450,8533,0.727272727272727
8450,9023,0.666666666666667
8450,9017,0.666666666666667
8532,7418,0.666666666666667
8532,8416,0.7
8532,8422,0.666666666666667
8532,8445,0.666666666666667
8532,8482,0.666666666666667
8532,9202,0.666666666666667
8532,9607,0.8
8532,7415,0.777777777777778
8532,8401,0.666666666666667
8532,9017,0.666666666666667
8606,8604,0.636363636363636
8606,7415,0.666666666666667
7418,9017,0.666666666666667
7504,8706,0.5
7507,8468,0.666666666666667
7507,8455,0.666666666666667
7507,8476,0.666666666666667
7507,9307,0.666666666666667
7507,9611,0.666666666666667
7507,8707,0.666666666666667
7607,8424,0.75
7607,5906,0.666666666666667
7609,8418,0.666666666666667
7609,8425,0.666666666666667
7609,9026,0.75
7609,8483,0.7
7609,8708,0.75
7609,9023,0.666666666666667
7610,8483,0.666666666666667
7611,8425,0.666666666666667
7612,7616,0.727272727272727
7612,8416,0.727272727272727
7612,8310,0.727272727272727
7612,8309,0.636363636363636
7612,8002,0.545454545454545
7616,8416,0.727272727272727
7616,8483,0.727272727272727
7616,8514,0.727272727272727
7616,9702,0.727272727272727
7801,7901,0.6875
7901,8105,0.625
7902,8416,0.6
7903,7904,0.625
8528,8102,0.666666666666667
8528,8518,0.714285714285714
8528,8522,0.833333333333333
8528,7223,0.666666666666667
8528,9010,0.666666666666667
8528,8423,0.666666666666667
8528,7907,0.5
8003,9101,0.333333333333333
8101,8519,0.625
8101,8311,0.545454545454545
8201,8211,0.5625
8202,8505,0.541666666666667
8205,8516,0.6
8207,8467,0.7
8207,8481,0.727272727272727
8207,8482,0.7
8207,8483,0.8
8207,8514,0.7
8207,8501,0.727272727272727
8207,8533,0.727272727272727
8209,8441,0.666666666666667
8209,8443,0.666666666666667
8209,8466,0.714285714285714
8209,8208,0.666666666666667
8209,9029,0.666666666666667
8210,8469,0.7
8210,9205,0.7
8210,8501,0.727272727272727
9402,8302,0.666666666666667
9402,8213,0.6
8215,8518,0.666666666666667
8215,8519,0.666666666666667
8302,8434,0.666666666666667
8302,8443,0.666666666666667
8302,9010,0.666666666666667
8302,8603,0.666666666666667
8302,9207,0.833333333333333
8302,8530,0.666666666666667
8302,8465,0.666666666666667
8302,8470,0.666666666666667
8304,8439,0.7
8304,8516,0.7
8305,8441,0.666666666666667
8305,9011,0.666666666666667
8308,8445,0.75
8308,8539,0.666666666666667
8405,8422,0.75
8405,9026,0.75
8406,8434,0.666666666666667
8406,8443,0.666666666666667
8406,8467,0.714285714285714
8406,8471,0.666666666666667
8407,8533,0.615384615384615
8410,8482,0.777777777777778
8410,9612,0.75
8410,9017,0.666666666666667
8411,8803,0.666666666666667
8412,8416,0.727272727272727
8412,8514,0.727272727272727
8412,8438,0.727272727272727
8413,8425,0.666666666666667
8415,9026,0.555555555555556
8415,9305,0.555555555555556
8416,8483,0.7
8416,8514,0.7
8416,7415,0.7
8416,8401,0.7
8416,8438,0.8
8416,8310,0.7
8416,9702,0.7
8418,8425,0.666666666666667
8418,9023,0.666666666666667
8418,8470,0.666666666666667
8420,9021,0.666666666666667
8422,8483,0.7
8422,8514,0.666666666666667
8422,8465,0.75
8424,5906,0.666666666666667
8425,9026,0.777777777777778
8425,8483,0.7
8425,8514,0.666666666666667
8425,8438,0.7
8425,7325,0.666666666666667
8425,9027,0.666666666666667
8432,8474,0.625
8434,8471,0.666666666666667
8434,8433,0.666666666666667
8434,8465,0.666666666666667
8434,9301,0.666666666666667
8436,8518,0.571428571428571
8436,8543,0.571428571428571
8437,9403,0.6
8439,8482,0.7
8439,8516,0.7
8440,8456,0.636363636363636
8441,8443,0.833333333333333
8441,8442,0.714285714285714
8441,9025,0.666666666666667
8441,8470,0.666666666666667
8441,9024,0.666666666666667
8441,5807,0.666666666666667
8443,8466,0.714285714285714
8443,8442,0.714285714285714
8443,9025,0.666666666666667
8443,8465,0.666666666666667
8443,8470,0.833333333333333
8443,9024,0.666666666666667
8444,8445,0.75
8444,8452,0.75
8444,8482,0.666666666666667
8444,9205,0.714285714285714
8444,8442,0.714285714285714
8444,9209,0.875
8445,8452,0.875
8445,8482,0.666666666666667
8445,9205,0.75
8445,2907,0.666666666666667
8445,9209,0.875
8449,8512,0.666666666666667
8449,9004,0.8
8449,8404,0.714285714285714
8452,8482,0.666666666666667
8452,9205,0.75
8452,9209,0.875
8453,9205,0.714285714285714
8454,8546,0.636363636363636
8454,8456,0.636363636363636
8468,8455,0.666666666666667
8468,8476,0.666666666666667
8468,9307,0.666666666666667
8468,9611,0.666666666666667
8468,8713,0.75
8455,8476,0.666666666666667
8455,9307,0.666666666666667
8455,9611,0.666666666666667
8466,8467,0.714285714285714
8466,8482,0.777777777777778
8466,8514,0.666666666666667
8467,8482,0.666666666666667
8467,9029,0.714285714285714
8469,9202,0.7
8471,8805,0.666666666666667
8471,8708,0.714285714285714
8471,8530,0.666666666666667
8472,9027,0.714285714285714
9026,8481,0.727272727272727
9026,8483,0.7
9026,9022,0.75
9026,8401,0.75
9026,8438,0.7
9026,8473,0.75
9026,8533,0.727272727272727
9026,9023,0.666666666666667
8474,8480,0.555555555555556
8476,9307,0.666666666666667
8476,9611,0.666666666666667
8481,8483,0.818181818181818
8481,8501,0.909090909090909
8481,8438,0.727272727272727
8481,8533,0.909090909090909
8481,9023,0.727272727272727
8481,8516,0.727272727272727
8481,9702,0.727272727272727
8481,9018,0.818181818181818
8481,8716,0.571428571428571
8482,8483,0.7
8482,8514,0.666666666666667
8482,8404,0.666666666666667
8482,9612,0.666666666666667
8482,7411,0.666666666666667
8482,8501,0.727272727272727
8482,5907,0.666666666666667
8482,9209,0.777777777777778
8483,8514,0.8
8483,8501,0.818181818181818
8483,8438,0.7
8483,8533,0.818181818181818
8483,8310,0.7
8483,9702,0.7
8484,8548,0.636363636363636
8505,9014,0.588235294117647
8512,9004,0.833333333333333
8512,9003,0.666666666666667
8512,9011,0.666666666666667
8512,7223,0.666666666666667
8512,8404,0.714285714285714
8512,8448,0.666666666666667
8512,8545,0.714285714285714
8512,8603,0.666666666666667
8512,9002,0.666666666666667
8513,9504,0.8
8517,8544,0.5625
8517,8802,0.5625
8518,8522,0.857142857142857
8518,8519,0.75
8518,8905,0.714285714285714
8522,7223,0.666666666666667
8522,9010,0.666666666666667
8527,9013,0.666666666666667
8527,8539,0.666666666666667
8531,9104,0.727272727272727
8544,8607,0.692307692307692
8601,8701,0.666666666666667
9004,7223,0.666666666666667
9004,8404,0.714285714285714
9004,8448,0.666666666666667
9004,8603,0.8
8609,9306,0.5
8705,8716,0.571428571428571
8711,9104,0.636363636363636
8711,8712,0.666666666666667
8714,9404,0.615384615384615
8801,8803,0.666666666666667
9003,9104,0.727272727272727
9003,9013,0.666666666666667
9003,9508,0.666666666666667
9005,9007,0.583333333333333
9006,9011,0.666666666666667
9006,3204,0.666666666666667
9006,9013,0.714285714285714
9006,9111,0.666666666666667
9006,5807,0.666666666666667
9007,9008,0.571428571428571
9011,9013,0.714285714285714
9011,9105,0.666666666666667
9101,9112,0.5
9103,9609,0.615384615384615
9104,9503,0.666666666666667
9108,9109,0.75
9108,8448,0.666666666666667
9108,5502,0.75
9108,9111,0.8
9109,9110,0.8
9109,5502,0.75
9109,9111,0.8
9110,8448,0.666666666666667
9110,9111,0.8
9202,9304,0.7
9205,8442,0.714285714285714
9205,9612,0.75
9205,9209,0.75
9303,9304,0.818181818181818
9403,9404,0.666666666666667
9404,9603,0.615384615384615
9405,9503,0.666666666666667
9504,9608,0.692307692307692
9504,9617,0.6
9506,9507,0.6
6507,8448,0.666666666666667
9618,8401,0.75
8442,9025,0.714285714285714
8442,9209,0.75
8514,7415,0.666666666666667
8514,8438,0.7
8514,8473,0.666666666666667
8514,9702,0.7
7223,8448,0.666666666666667
7223,8507,0.714285714285714
7223,9029,0.666666666666667
7223,8530,0.666666666666667
7223,4304,0.666666666666667
7223,7211,0.666666666666667
8404,8603,0.714285714285714
8404,8708,0.714285714285714
8404,8523,0.714285714285714
8448,8603,0.666666666666667
8448,7415,0.666666666666667
8448,9111,0.666666666666667
9612,8501,0.727272727272727
9612,9209,0.75
2909,5502,0.75
2909,9010,0.666666666666667
2909,9025,0.666666666666667
5502,9025,0.666666666666667
9010,9025,0.666666666666667
9010,8603,0.666666666666667
9010,9207,0.666666666666667
9010,8523,0.714285714285714
9010,8530,0.666666666666667
9025,7104,0.666666666666667
9025,8510,0.666666666666667
9025,8423,0.666666666666667
8501,8533,0.818181818181818
8501,9702,0.727272727272727
8501,9018,0.727272727272727
8603,9207,0.8
8603,8530,0.666666666666667
9607,7415,0.7
9307,9611,0.666666666666667
5907,9209,0.666666666666667
5907,8523,0.666666666666667
7415,8401,0.666666666666667
7415,8473,0.666666666666667
7415,5404,0.666666666666667
7415,5401,0.666666666666667
7415,5906,0.666666666666667
8401,8438,0.7
8401,8473,0.75
8401,9023,0.666666666666667
8438,8473,0.7
8438,8533,0.727272727272727
8438,9023,0.7
8438,9702,0.7
8473,9023,0.666666666666667
8533,9702,0.727272727272727
8533,9018,0.727272727272727
8703,8708,0.666666666666667
8547,8516,0.7
9201,9503,0.666666666666667
7007,5404,0.714285714285714
8208,9029,0.666666666666667
8423,8465,0.666666666666667
7325,9702,0.7
9013,5807,0.714285714285714
9111,5807,0.666666666666667
8465,8470,0.666666666666667
